age,job_type,monthly_income,region,housing_type,is_student,is_job_seeker,goal,has_part_time_income,income_stability,has_income_proof,tax_reported,is_independent_household,is_homeless_or_no_house,active_job_search
24,full_time,1200000,gyeonggi,monthly_rent,False,False,living_support,,unstable,False,,True,True,
21,part_time,1200000,incheon,monthly_rent,True,False,housing,,stable,False,,True,True,
27,contract,700000,gyeonggi,monthly_rent,False,False,housing,,stable,False,,True,True,
24,freelancer,2400000,gyeonggi,monthly_rent,True,False,living_support,,unstable,False,,True,True,
28,part_time,2400000,incheon,monthly_rent,True,False,living_support,,stable,True,,True,True,
32,freelancer,1800000,seoul,monthly_rent,True,False,living_support,,unstable,False,,True,True,
21,student,700000,gyeonggi,monthly_rent,True,False,housing,,unstable,False,,True,True,
26,full_time,1200000,gyeonggi,monthly_rent,True,False,living_support,,unstable,True,,True,True,
26,student,700000,incheon,monthly_rent,True,False,living_support,,unstable,False,,True,True,
27,freelancer,2400000,gyeonggi,monthly_rent,False,False,housing,,unstable,False,,True,True,
25,student,1800000,seoul,monthly_rent,True,False,housing,,stable,False,,True,True,
30,freelancer,1200000,incheon,monthly_rent,True,False,housing,,unstable,False,,True,True,
27,freelancer,2400000,incheon,monthly_rent,True,False,housing,,unstable,False,,True,True,
20,part_time,1200000,gyeonggi,monthly_rent,False,False,living_support,,stable,True,,True,True,
23,contract,700000,incheon,monthly_rent,True,False,housing,,unstable,False,,True,True,
23,full_time,700000,gyeonggi,monthly_rent,False,False,living_support,,unstable,False,,True,True,
29,student,1800000,gyeonggi,monthly_rent,False,False,housing,,stable,False,,True,True,
30,freelancer,1800000,seoul,monthly_rent,True,False,living_support,,stable,True,,True,True,
25,freelancer,2400000,gyeonggi,monthly_rent,True,False,living_support,,stable,False,,True,True,
27,part_time,1200000,incheon,monthly_rent,True,False,living_support,,stable,False,,True,True,
22,contract,2400000,incheon,monthly_rent,True,False,living_support,,unstable,True,,True,True,
22,freelancer,2400000,incheon,monthly_rent,False,False,living_support,,unstable,False,,True,True,
31,full_time,2400000,seoul,monthly_rent,True,False,housing,,unstable,True,,True,True,
20,contract,1200000,incheon,monthly_rent,False,False,housing,,unstable,False,,True,True,
28,part_time,700000,incheon,monthly_rent,True,False,living_support,,stable,False,,True,True,
32,full_time,1200000,gyeonggi,monthly_rent,True,False,housing,,stable,False,,True,True,
27,contract,1800000,seoul,monthly_rent,False,False,housing,,stable,True,,True,True,
32,part_time,1800000,incheon,monthly_rent,False,False,housing,,stable,True,,True,True,
33,freelancer,700000,incheon,monthly_rent,False,False,living_support,,unstable,True,,True,True,
31,contract,1800000,incheon,monthly_rent,False,False,housing,,unstable,True,,True,True,
34,student,1800000,incheon,monthly_rent,True,False,housing,,stable,True,,True,True,
31,contract,1200000,incheon,monthly_rent,False,False,living_support,,unstable,True,,True,True,
30,full_time,2400000,gyeonggi,monthly_rent,True,False,housing,,unstable,False,,True,True,
31,contract,2400000,gyeonggi,monthly_rent,False,False,housing,,unstable,True,,True,True,
30,contract,700000,incheon,monthly_rent,False,False,housing,,stable,False,,True,True,
27,contract,1800000,gyeonggi,monthly_rent,False,False,housing,,unstable,False,,True,True,
34,student,700000,seoul,monthly_rent,False,False,housing,,stable,True,,True,True,
27,full_time,700000,gyeonggi,monthly_rent,True,False,housing,,stable,False,,True,True,
33,contract,700000,incheon,monthly_rent,False,False,living_support,,unstable,True,,True,True,
30,freelancer,700000,gyeonggi,monthly_rent,False,False,housing,,stable,False,,True,True,
31,student,700000,seoul,monthly_rent,False,False,housing,,stable,True,,True,True,
28,full_time,700000,seoul,monthly_rent,False,False,housing,,stable,False,,True,True,
27,student,1200000,gyeonggi,monthly_rent,True,False,housing,,unstable,True,,True,True,
25,contract,1200000,gyeonggi,monthly_rent,True,False,housing,,stable,True,,True,True,
29,freelancer,2400000,gyeonggi,monthly_rent,True,False,housing,,unstable,False,,True,True,
33,job_seeker,0,seoul,with_family,False,True,employment,,unknown,,,,,True
29,unemployed,300000,gyeonggi,monthly_rent,False,True,employment,,unknown,,,,,True
23,unemployed,500000,seoul,with_family,False,True,living_support,,unknown,,,,,True
29,unemployed,500000,seoul,monthly_rent,False,True,employment,,unknown,,,,,True
28,job_seeker,500000,gyeonggi,monthly_rent,False,True,living_support,,unknown,,,,,True
20,job_seeker,300000,gyeonggi,with_family,False,True,employment,,unknown,,,,,True
27,job_seeker,500000,seoul,monthly_rent,False,True,education,,unknown,,,,,True
22,unemployed,500000,gyeonggi,monthly_rent,False,True,living_support,,unknown,,,,,True
30,job_seeker,300000,seoul,with_family,False,True,living_support,,unknown,,,,,True
21,job_seeker,300000,seoul,with_family,False,True,employment,,unknown,,,,,True
32,unemployed,500000,gyeonggi,monthly_rent,False,True,education,,unknown,,,,,True
31,unemployed,0,other,with_family,False,True,education,,unknown,,,,,True
21,unemployed,0,other,with_family,False,True,employment,,unknown,,,,,True
28,unemployed,300000,other,with_family,False,True,education,,unknown,,,,,True
31,unemployed,500000,seoul,with_family,False,True,employment,,unknown,,,,,True
21,unemployed,0,gyeonggi,with_family,False,True,education,,unknown,,,,,True
30,job_seeker,0,seoul,with_family,False,True,living_support,,unknown,,,,,True
20,job_seeker,300000,gyeonggi,monthly_rent,False,True,employment,,unknown,,,,,True
25,job_seeker,500000,gyeonggi,with_family,False,True,employment,,unknown,,,,,True
25,unemployed,300000,other,with_family,False,True,education,,unknown,,,,,True
31,job_seeker,300000,gyeonggi,monthly_rent,False,True,employment,,unknown,,,,,True
27,job_seeker,300000,seoul,monthly_rent,False,True,employment,,unknown,,,,,True
34,job_seeker,0,other,with_family,False,True,employment,,unknown,,,,,True
33,job_seeker,0,seoul,monthly_rent,False,True,education,,unknown,,,,,True
26,job_seeker,0,seoul,monthly_rent,False,True,employment,,unknown,,,,,True
25,job_seeker,300000,other,monthly_rent,False,True,education,,unknown,,,,,True
33,job_seeker,500000,gyeonggi,with_family,False,True,living_support,,unknown,,,,,True
30,job_seeker,0,seoul,with_family,False,True,education,,unknown,,,,,True
21,unemployed,300000,gyeonggi,monthly_rent,False,True,employment,,unknown,,,,,True
28,unemployed,0,gyeonggi,with_family,False,True,education,,unknown,,,,,True
29,unemployed,500000,other,with_family,False,True,education,,unknown,,,,,True
25,unemployed,0,other,with_family,False,True,employment,,unknown,,,,,True
20,unemployed,0,seoul,monthly_rent,False,True,living_support,,unknown,,,,,True
33,job_seeker,300000,seoul,monthly_rent,False,True,living_support,,unknown,,,,,True
31,unemployed,0,seoul,with_family,False,True,education,,unknown,,,,,True
27,job_seeker,0,other,monthly_rent,False,True,employment,,unknown,,,,,True
20,job_seeker,500000,gyeonggi,monthly_rent,False,True,education,,unknown,,,,,True
31,job_seeker,500000,seoul,with_family,False,True,living_support,,unknown,,,,,True
33,unemployed,0,other,with_family,False,True,education,,unknown,,,,,True
30,job_seeker,0,gyeonggi,monthly_rent,False,True,education,,unknown,,,,,True
34,unemployed,500000,other,monthly_rent,False,True,education,,unknown,,,,,True
27,unemployed,0,seoul,with_family,False,True,employment,,unknown,,,,,True
32,job_seeker,0,seoul,with_family,False,True,education,,unknown,,,,,True
27,unemployed,300000,seoul,monthly_rent,False,True,employment,,unknown,,,,,True
27,unemployed,300000,gyeonggi,with_family,False,True,employment,,unknown,,,,,True
22,unemployed,500000,other,with_family,False,True,employment,,unknown,,,,,True
33,unemployed,0,seoul,with_family,False,True,education,,unknown,,,,,True
26,job_seeker,500000,gyeonggi,monthly_rent,False,True,employment,,unknown,,,,,True
20,unemployed,300000,other,with_family,False,True,employment,,unknown,,,,,True
27,job_seeker,0,seoul,with_family,False,True,employment,,unknown,,,,,True
33,job_seeker,0,seoul,monthly_rent,False,True,education,,unknown,,,,,True
30,job_seeker,500000,other,monthly_rent,False,True,employment,,unknown,,,,,True
20,job_seeker,0,other,monthly_rent,False,True,employment,,unknown,,,,,True
21,unemployed,0,seoul,monthly_rent,False,True,employment,,unknown,,,,,True
22,unemployed,500000,gyeonggi,monthly_rent,False,True,employment,,unknown,,,,,True
26,unemployed,0,gyeonggi,with_family,False,True,employment,,unknown,,,,,True
24,unemployed,300000,seoul,with_family,False,True,living_support,,unknown,,,,,True
29,job_seeker,500000,gyeonggi,monthly_rent,False,True,education,,unknown,,,,,True
34,unemployed,0,seoul,monthly_rent,False,True,education,,unknown,,,,,True
22,unemployed,0,other,with_family,False,True,living_support,,unknown,,,,,True
32,job_seeker,300000,other,monthly_rent,False,True,education,,unknown,,,,,True
28,unemployed,300000,other,monthly_rent,False,True,education,,unknown,,,,,True
24,job_seeker,0,gyeonggi,with_family,False,True,employment,,unknown,,,,,True
34,unemployed,0,gyeonggi,monthly_rent,False,True,living_support,,unknown,,,,,True
23,job_seeker,0,seoul,with_family,False,True,education,,unknown,,,,,True
28,job_seeker,0,other,monthly_rent,False,True,education,,unknown,,,,,True
34,job_seeker,0,seoul,monthly_rent,False,True,living_support,,unknown,,,,,True
31,unemployed,500000,seoul,monthly_rent,False,True,living_support,,unknown,,,,,True
29,job_seeker,500000,seoul,monthly_rent,False,True,living_support,,unknown,,,,,True
24,job_seeker,300000,seoul,with_family,False,True,employment,,unknown,,,,,True
23,job_seeker,0,other,monthly_rent,False,True,employment,,unknown,,,,,True
25,job_seeker,0,gyeonggi,with_family,False,True,education,,unknown,,,,,True
20,job_seeker,0,other,with_family,False,True,employment,,unknown,,,,,True
33,unemployed,0,gyeonggi,monthly_rent,False,True,living_support,,unknown,,,,,True
21,unemployed,300000,gyeonggi,with_family,False,True,employment,,unknown,,,,,True
31,unemployed,500000,gyeonggi,monthly_rent,False,True,employment,,unknown,,,,,True
31,unemployed,0,other,with_family,False,True,education,,unknown,,,,,True
24,unemployed,0,seoul,with_family,False,True,living_support,,unknown,,,,,True
29,unemployed,500000,seoul,with_family,False,True,living_support,,unknown,,,,,True
25,job_seeker,500000,other,with_family,False,True,education,,unknown,,,,,True
22,unemployed,500000,seoul,with_family,False,True,education,,unknown,,,,,True
25,job_seeker,500000,seoul,monthly_rent,False,True,education,,unknown,,,,,True
20,unemployed,0,seoul,with_family,False,True,education,,unknown,,,,,True
24,job_seeker,500000,seoul,with_family,False,True,education,,unknown,,,,,True
27,unemployed,0,gyeonggi,monthly_rent,False,True,education,,unknown,,,,,True
25,unemployed,0,gyeonggi,with_family,False,True,employment,,unknown,,,,,True
27,job_seeker,0,gyeonggi,with_family,False,True,education,,unknown,,,,,True
24,job_seeker,0,gyeonggi,with_family,False,True,education,,unknown,,,,,True
22,job_seeker,500000,seoul,monthly_rent,False,True,living_support,,unknown,,,,,True
29,unemployed,500000,seoul,monthly_rent,False,True,living_support,,unknown,,,,,True
22,unemployed,0,seoul,with_family,False,True,education,,unknown,,,,,True
23,job_seeker,300000,other,monthly_rent,False,True,living_support,,unknown,,,,,True
24,unemployed,0,seoul,with_family,False,True,education,,unknown,,,,,True
29,unemployed,0,seoul,monthly_rent,False,True,employment,,unknown,,,,,True
26,job_seeker,300000,other,monthly_rent,False,True,employment,,unknown,,,,,True
21,job_seeker,0,seoul,monthly_rent,False,True,employment,,unknown,,,,,True
27,job_seeker,300000,gyeonggi,monthly_rent,False,True,education,,unknown,,,,,True
34,unemployed,0,other,monthly_rent,False,True,employment,,unknown,,,,,True
25,unemployed,300000,seoul,monthly_rent,False,True,employment,,unknown,,,,,True
24,unemployed,300000,gyeonggi,with_family,False,True,education,,unknown,,,,,True
